title,text,subject,date
Turkish foreign minister says Assad administration must be removed,"ISTANBUL (Reuters) - Turkey’s foreign minister called for Syrian President Bashar al-Assad’s immediate removal on Friday, saying a transitional government must be established and voicing support for a U.S. missile strike overnight on one of his air bases. “It is necessary to oust this regime as soon as possible from the leadership of Syria,” Foreign Minister Mevlut Cavusoglu told reporters in the southern town of Alanya in comments broadcast live. “If he doesn’t want to go, if there is no transition government, and if he continues committing humanitarian crimes, the necessary steps to oust him should be taken,” he said. Cavusoglu said safe zones for civilians in Syria were now more important than ever. He said the coalition had been informed of the U.S. missile strike and that he had spoken by phone with the French and German foreign ministers, although he did not say when. He also said contacts had been initiated with Russian Foreign Minister Sergei Lavrov and U.S. Secretary of State Rex Tillerson. ",politicsNews,"April 7, 2017 "
Highlights: The Trump presidency on March 20 at 9:20 P.M. EDT,"(Reuters) - Highlights of the day for U.S. President Donald Trump’s administration on Monday: FBI Director James Comey confirms for the first time that the bureau is investigating possible ties between Trump’s presidential campaign and Russia as Moscow sought to influence the 2016 U.S. election. Neil Gorsuch, Trump’s U.S. Supreme Court nominee, emphasizes the need for judicial independence even as the president castigates jurists who have ruled against him, while Democrats question whether Gorsuch would rule against abortion rights and gun control while favoring corporations. Congressional Republicans recraft their Obamacare replacement bill in hopes of satisfying critics as Trump prepares to promote his first major legislative initiative on Capitol Hill. Iraqi Prime Minister Haider al-Abadi says he wins assurances of greater U.S. support in fighting Islamic State militants in talks with Trump and top advisers, but cautions that military might alone would not be sufficient. The Trump administration is considering sweeping sanctions aimed at cutting North Korea off from the global financial system as part of a broad review of measures to counter Pyongyang’s nuclear and missile threat, a senior U.S. official says.  Secretary of State Rex Tillerson plans to skip an April 5-6 meeting of NATO foreign ministers for a U.S. visit by the Chinese president and will travel to Russia later in the month, U.S. officials say, a step allies may see as putting Moscow’s concerns ahead of theirs. European foreign policy chief Federica Mogherini expresses concern about the Trump administration’s proposed deep cut in U.S. foreign assistance, saying it will destabilize major parts of the world and hurt American national security. U.S. officials are taking fingerprints of asylum seekers in an Australian-run camp on the Pacific island of Nauru, signaling that vetting of applicants for resettlement in what Trump calls a “dumb deal” has restarted.     German Chancellor Angela Merkel says a G7 leaders’ summit in May will be a good opportunity to address differences with Trump on how to secure free trade while making commerce fairer. The Chinese government is seeking advice from its think tanks and policy advisers on how to counter potential trade penalties from Trump, preparing for the worst even as it hopes for business-like negotiations. Trump’s daughter Ivanka is getting an office in the White House West Wing, stepping up her highly visible role in helping advise her father. ",politicsNews,"March 20, 2017 "
Trump picks former U.N. spokesman Grenell for ambassador to Germany,"WASHINGTON (Reuters) - President Donald Trump has picked former U.N. spokesman Richard Grenell as U.S. ambassador to Germany, a White House official who spoke on condition of anonymity said on Thursday. Grenell served as U.S. spokesman at the United Nations from 2001 to 2008, during the administration of Republican President George W. Bush. Currently, Grenell is a contributor to Fox News. His nomination as envoy to NATO ally Germany must be confirmed by the U.S. Senate. Trump has scolded Germany for not reaching NATO’s target for defense spending and complained about its trade surplus with the United States.  Grenell did not immediately respond to a request for comment. ",politicsNews,"July 21, 2017 "
Libyan coast guard rescues more than 250 migrants trying to reach Italy,"TRIPOLI (Reuters) - Libya s coastal guard has rescued more than 250 illegal migrants trying to leave the North African country in small boats bound for Italy, officials said on Saturday. Libya s western shores are the main departure point for migrants mainly from sub-Saharan countries fleeing poverty and conflict trying to reach Europe. Arrivals to Italy have fallen by two-thirds since July from the same period last year after officials working for the U.N.-backed government in Tripoli, Italy s partner, managed to cut back human smuggling in the city of Sabratha west of the capital. That has pushed the trade further east, with the coast guard intercepting several boats off the coast near Qaraboulli and Zliten, two towns located east of Tripoli.  The naval forces  Ibn Ouf vessel rescued (on Friday) illegal migrants including women, children and men ... they are from different sub-Saharan and Arab countries,  Coast Guard Captain Abdulhadi Fakhal told Reuters.  They were rescued off Qaraboulli and Zliten towns ... and they are about 250 to 270 persons,  Fakhal said. Libya has plunged into chaos since the 2011 overthrow of Muammar Gaddafi in a NATO-backed uprising. A U.N.-backed Government of National Accord in Tripoli has been trying to gain control of territory. ",worldnews,"December 16, 2017 "
Democratic senator tussles with U.S. Treasury secretary over communication,"WASHINGTON (Reuters) - The U.S. Senate Banking Committee’s top Democrat tussled with Treasury Secretary Steven Mnuchin during a hearing on Thursday over the flow of information from his agency, and later asked if President Donald Trump, a Republican, had ordered him to restrain communications with Democrats. “Are you aware of any White House guidance formal or informal urging administration officials not to respond to or to delay in responding to Democratic senators?” Senator Sherrod Brown, a liberal Democrat, asked Mnuchin toward the end of the hearing. “I am not,” Mnuchin answered. Brown said earlier in the hearing that he had written to Mnuchin on March 2 asking about “potential conflicts of interest and ownership in the administration,” but did not receive a response. He then pressed Mnuchin to send the committee “a complete list of Trump business associates and financial ties.”  Mnuchin said that before the hearing he had checked that Treasury staff “had fully responded to all the inquiries from you and the committee” and asked Brown to send a note reminding him to deliver the list. While other senators began questioning Mnuchin, the two took the argument off-line, with Treasury emailing reporters a brief statement saying that it had responded to Brown’s letter on March 31. Brown’s office then circulated the response it had received, which generally discussed compliance with conflict of interest laws and lacked any details. Brown’s office said Treasury’s brief letter had not answered his questions. The senator also did not seem reassured that Treasury was not dragging its feet in communicating with Democrats. After he asked about possible guidance from the White House, Brown pressed: “Will you commit to responding to...members of both parties of this committee in a timely manner to all requests for information?” “I will,” Mnuchin responded. A Treasury spokesman did not replay to questions about any formal or informal White House orders on communication. ",politicsNews,"May 18, 2017 "
Bulgarians use 'speed dating' to get know migrants,"SOFIA (Reuters) - Couples lining up to face each other are given 30 seconds to chat before moving on - in a version of speed dating that, rather than sparking romance, aims to promote understanding and integration for new immigrants. At a social center in the Bulgarian capital Sofia, the locals stand on one side, the immigrants - many refugees from Syria, Afghanistan and other war-torn countries - face them.  The quick-fire conversations - in which participants have just seconds to share their dreams and stories of love, pain and family - are aimed at starting a dialogue between two communities that in normal daily life rarely speak to each other on an equal footing.  It s so good to have an event like this, especially for refugees,  said Rodi Naamo, a 26-year-old Syrian Kurd who arrived in Bulgaria in 2015, when hundreds of thousands of migrants passed through the Balkans en route to Germany and northern Europe.  Bulgarians also appreciated the speedy encounters, as well as the Middle Eastern food and traditional Afghan dances afterwards.  I really enjoyed it, it helped me overcome prejudices,  said Milka Bocheva, a Bulgarian who runs an online business.  They (the refugees) are just people like us, we gave such similar answers.  Bulgaria stands out in the region for its significant Muslim minority, some 12 percent among 7.1 million mainly Orthodox Christians - a legacy of its history as part of the Ottoman Empire.  Despite that, large parts of the population are concerned about the influx of asylum-seekers and migrants.  Naamo, who returned to Bulgaria after a short spell in Germany, to work in a call center, believes opinions are starting to change.  I decided to stay here, this is my country. I ll bring my family here,  he said.   ",worldnews,"October 12, 2017 "
"Trump team wants more NAFTA access for U.S. goods, services: lawmakers","WASHINGTON (Reuters) - Trump administration trade officials want a revamped North American Free Trade Agreement to improve access for U.S. farm products, manufactured goods and services in Canada and Mexico, said lawmakers who met with them on Tuesday. Members of the House of Representatives Ways and Means Committee met with Commerce Secretary Wilbur Ross and acting U.S. Trade Representative Stephen Vaughn to discuss the administration’s plans for renegotiating the 23-year-old trade deal.  Representative Bill Pascrell, a New Jersey Democrat, said Ross told lawmakers in the closed-door session that the administration was still aiming to complete NAFTA renegotiations by the end of 2017. That time frame is viewed by some members as “ambitious,” especially because it is not clear when the administration will formally notify Congress of its intention to launch NAFTA renegotiations, Pascrell said. The notification will trigger a 90-day consultation period before substantial talks can begin. Tuesday’s meeting was a legal requirement to prepare the notification and preserve the “fast track” authority for approving a renegotiated deal with only an up-or-down vote in Congress. President Donald Trump has long vilified NAFTA as draining millions of manufacturing jobs to Mexico, and he has vowed to quit the trade pact unless it can be renegotiated to shrink U.S. trade deficits.  Lawmakers said Ross and Vaughn discussed broad negotiating objectives, but did not get into specific issues such as U.S. access to Canada’s dairy sector or rules of origin for parts used on North American-assembled vehicles. House Ways and Means Committee Chairman Kevin Brady told reporters that market access, modernizing NAFTA and “holding trading partners accountable” were key objectives articulated by Ross and Vaughn “They were very clear, they want to open access in ag, manufacturing and services as well, so they want this to be a 21st century agreement,” Brady said. Spokesmen for the Commerce Department and USTR were not immediately available for comment on the meeting. Lawmakers said the administration has not settled on the form of the negotiations, whether NAFTA will remain a tri-lateral agreement or whether it would be split into two bilateral trade deals. “My sense is that they are not prejudging the form, they are focused on the substance of the agreement itself with Mexico and Canada,” Brady said. Some lawmakers expressed frustration that the Trump officials were short on specific answers.  “I wouldn’t exactly call this meeting as moving the ball forward very much,” said Representative Ron Kind, a Wisconsin Democrat.     ",politicsNews,"March 28, 2017 "
"Trump meets insurers, promises catastrophic year for Obamacare","WASHINGTON (Reuters) - President Donald Trump told several chief executives of large insurance companies on Monday that 2017 will be a “catastrophic” year for the Affordable Care Act as he seeks to make good on a campaign promise to repeal the measure. The Republican president told the insurers they must all work together to save Americans from the law known as Obamacare and try to bring down health care prices. He said he hoped to work with Democrats on a health care plan to repeal the law,  which provided coverage for millions of uninsured Americans. ",politicsNews,"February 27, 2017 "
White House says Trump tweet meets Comey tapes records request,"WASHINGTON (Reuters) - The White House said in a letter on Friday that a tweet by President Donald Trump on Thursday was the formal answer to a request by the House of Representatives Intelligence Committee for information about records of conversations with fired FBI Director James Comey. The letter to Republican Representative Mike Conaway, who is leading the panel’s investigation into Russian interference to the 2016 election, and Representative Adam Schiff, the committee’s top Democrat, said: “In response to the committee’s inquiry, we refer you to President Trump’s June 22, 2017, statement regarding this matter.” The House panel said on June 9 it had written to Don McGahn, the White House counsel, asking about the existence of any recordings or memos covering Comey’s conversations with Trump and asked that copies of the materials be provided to the panel by June 23. Trump wrote on Twitter on Thursday, a day before the deadline, that he did not know if there were recordings of his conversations with Comey, but he did not make or have any such recordings. Conaway told reporters Friday morning that Trump’s tweet was not a sufficient response. Schiff said in a statement on Thursday that Trump’s Twitter comment stopped short of denying the White House had tapes or recordings and said the White House must respond in writing. (This version of the story corrects Conaway’s role to leader of investigation from chairman in second paragraph) ",politicsNews,"June 23, 2017 "
"Iran vows to stand with Baghdad, Ankara against Iraqi Kurds' independence push","LONDON (Reuters) - Tehran vowed on Tuesday to stand alongside Baghdad and Ankara  against the outcome of an independence referendum staged by Kurdish authorities in northern Iraq, a day after thousands of Iranian Kurds marched in support of the vote. State media also quoted an army commander as saying that new missile systems were installed on Tuesday, a day after the referendum, in western provinces that border Iraqi Kurdish areas to  firmly respond to any invasion . Iran, Iraq and Turkey - countries with Kurdish minorities - have all denounced the referendum as a threat to the stability of a region already beset by conflict, while the United States has expressed similar disquiet. Ali Akbar Velayati, the top adviser to Iran s Supreme Leader Ayatollah Ali Khamenei, stepped up the pressure as the Iraqi government ruled out talks on possible secession for Kurdish-held northern Iraq and Turkey threatened sanctions.  The Iraqi people won t stand silent. Iran and Turkey and other regional countries won t stand silent and will stand against this abhorrent deviation,  Velayati was quoted as saying by ISNA news agency.  The Muslim nations will not allow the creation of a second Israel.   Velayati did not say what action Iran had in mind. However, the country s media have compared the Kurds  desire for a homeland with the 1948 creation of Israel. The Islamic republic regards the Jewish state as its greatest enemy along with the United States. Initial referendum results indicated 72 percent of eligible voters had taken part and an overwhelming majority, possibly over 90 percent, had said  yes , Kurdish TV channel Rudaw said. Final results are expected by Wednesday. Undaunted by years of official suppression of dissent, residents in a number of mainly Kurdish cities in northwestern Iran danced in circles as night fell on Monday, chanting slogans praising Kurdish nationalist movements.  Videos posted on social media showed drivers beeping their car horns in celebration and people clapping in the cities of Marivan and Baneh. Many wore masks so as not to be identified by the security forces. About 30 million ethnic Kurds are scattered across the region but have no country of their own. With 8 to 10 million living in Iran, Tehran fears pressure for secession will grow among a minority which has a long history of struggle for its political rights. A strong police presence tried to control the celebrating crowd. There were reports of clashes between the demonstrators and security forces in the cities of Mahabad and Sanandaj. In Sanandaj the crowd waved the flag of Kurdistan, a banned symbol for the Kurds  desire for independence.  This referendum will encourage Iranian Kurds to be more determined to seek their rights,  said Zaribar, a Marivan resident and member of the Democratic Party of Iranian Kurdistan, a secular armed group which launches periodic attacks in Iran.   This referendum was not a threat to Iraq s neighbors, but it s a starting point to resolve the issues of Kurds, especially in Iran,  added Zaribar, who declined to give his full name. Tehran announced a ban on direct flights to and from Iraqi Kurdistan on Sunday at the request of the central government in Baghdad and called for a land blockade of the autonomous region by all neighboring countries. Media gave no further details of the newly-installed missile systems. However, Iranian fighter jets flew in a show of force over western provinces of Iran as part of a military drill, including the Kurdish cities of Sardasht and Oshnavieh. Although many Iranian Kurds would like to copy the referendum model, the road to autonomy or independence would be more difficult under the Islamic Republic s theocratic rule and its military might. The Revolutionary Guards have put down unrest in Kurdish areas for decades, and the hardline judiciary has sentenced many activists to long jail terms or death. Iran sent Guards Commander Qassem Soleimani to northern Iraq last week in a failed final effort to persuade the Kurdistan regional government from holding the referendum. One Kurd from Baneh, who gave his name as Arbaba, said he was exhilarated  from the bottom of my heart for victory in the referendum . However, he was worried it would increase pressure on Iranian Kurds to prevent them from going down the same path.  The Iranian regime will militarize the Kurdish areas even more,  Arbaba said. For the Iranian state the referendum of the Kurds  demand for state of their own was a  Zionist plot  aimed at bringing instability to the region.  This view that a wandering scattered nation would only find peace if they find a homeland, was the core philosophy for creation of Israel,  wrote the Kayhan, a hardline newspaper closely associated with Supreme Leader. Israel has backed Kurdish independence. It has maintained discreet military, intelligence and business ties with Kurds since the 1960s, viewing the minority as a buffer against shared adversaries. ",worldnews,"September 26, 2017 "
Democrat Gillibrand opposes Trump's Supreme Court nominee,"WASHINGTON (Reuters) - Democratic Senator Kirsten Gillibrand said on Wednesday she opposed President Donald Trump’s nominee to fill a vacancy on the U.S. Supreme Court and called for Judge Neil Gorsuch’s confirmation to require a 60-vote threshold. Trump, a Republican, announced his nomination of U.S. Appeals Court Judge Gorsuch on Tuesday night to fill the seat left vacant by the death of Justice Antonin Scalia last year. “I plan to stand up for individuals over corporations and oppose his nomination, and I will insist that his nomination meet a traditional 60 vote threshold,” Gillibrand said in a statement. ",politicsNews,"February 1, 2017 "
"Juncker wants EU finance minister, no separate euro budget or parliament","STRASBOURG, France (Reuters) - The European Union should have a minister of economy and finance but no separate euro zone budget or parliament, the head of the European Commission said on Wednesday. Jean-Claude Juncker said such a minister should also be the chairman of all euro zone finance ministers and be accountable to the European Parliament. The minister would be in charge of economic and financial issues not only for the euro zone, but for all EU countries, Juncker said in a state of the union speech to the European Parliament. Creating a finance minister for the EU rather than for the euro zone is an attempt to prevent divisions among the 27 countries that will remain in the EU once Britain leaves in 2019, EU officials said. The idea of a euro zone finance minister has been promoted by French President Emmanuel Macron. He will offer more detailed proposals for reforms to the euro zone on Sept. 26, two days after Germany s federal election, a French diplomatic source said on Wednesday. Germany Chancellor Angela Merkel also said when she met Macron last month that she could imagine creating a combined European finance and economy minister.  We need a European minister of economy and finance: a European minister that promotes and supports structural reforms in our member states,  Juncker said.  The new minister should coordinate all EU financial instruments that can be deployed when a member state is in a recession or hit by a fundamental crisis.  He said that instead of creating a new post, the job should be given to a vice president of the European Commission   a suggestion that is bound to meet with vehement resistance from euro zone governments, especially Berlin. His comments are part of the debate on the future shape of the 19-country euro zone, which Juncker said should expand to take in all the other EU members that are not yet part of it and do not have a formal option to opt out of using the euro.  Member states that want to join the euro must be able to do so. This is why I am proposing to create a Euro-accession instrument, offering technical and even financial assistance,  Juncker said, without giving details. He said that by the time Britain leaves the EU in March 2019, euro zone membership and participation in the EU s banking union - which entails a single EU supervisor, resolution authority and deposit guarantee scheme - should be the norm for all EU members. But even though all non-euro zone countries of the EU except Denmark are legally obliged to join the euro when they meet a set of criteria, some of the biggest, like Sweden and Poland, have no plans to do so in the foreseeable future, believing their own currency gives their economies more flexibility.     Addressing French and German ideas of creating a separate budget for the euro zone, on top of the existing long-term EU budget, and a separate euro zone parliament, alongside the existing EU parliament, Juncker rejected both.  We do not need a budget for the euro area but a strong euro area budget line within the EU budget. I am also not fond of the idea of having a separate euro area parliament. The parliament of the euro area is the European Parliament,  he said. He said the euro zone bailout fund   the European Stability Mechanism (ESM)   should be transformed into a European Monetary Fund and become an EU institution, rather than an intergovernmental one as the ESM is now. The future European finance minister would be in change of the new European Monetary Fund (EMF) as well, he said. He did not give more details of the new tasks the EMF could take on, saying only the Commission would make a proposal on that, as well as the prerogatives of a European finance minister, in December. Euro zone finance ministers will open a debate on the future of the single currency area on Friday at an informal meeting in the Estonian capital of Tallinn. ",worldnews,"September 13, 2017 "
Leading Democrat: Critics can't conclude Trump is impaired,"WASHINGTON (Reuters) - Adam Schiff, the top Democrat on the House Intelligence Committee, said on Sunday that it was premature to try to remove U.S. President Donald Trump by claiming he is physically or mentally impaired. Schiff told Jake Tapper on CNN’s “State of the Union” program that it did not make sense for Trump’s opponents to focus on the 25th Amendment to the U.S. Constitution, which two Democratic lawmakers invoked against the president after his controversial comments about a white nationalist rally in Virginia. Under the 25th Amendment, the vice president takes over as acting president if he and a majority of either Cabinet officials or “such other body as Congress may by law provide” declare in writing that the president “is unable to discharge the powers and duties of his office.” “I think we’re still far from concluding that that’s the case,” Schiff said, “even though we find, many of us, his conduct anathema and there to be a serious problem here.”  The White House did not immediately respond to a request for comment. California Representative Zoe Lofgren on Friday introduced a resolution urging Vice President Mike Pence and Trump’s Cabinet to have medical and psychiatric professionals examine the president to help determine whether he can do his job. “Many Americans, including many Republicans, have observed the President’s increasingly disturbing pattern of actions and public statements that suggest he may be mentally unfit to execute the duties required of him,” Lofgren said in a statement. Representative Jackie Speier, also of California, said in a Twitter post on Tuesday that Trump was “showing signs of erratic behavior and mental instability that place the country in grave danger. Time to invoke the 25th Amendment.”  Speier wrote the post after Trump’s explosive news conference on Tuesday, when he blamed violence in Charlottesville, Virginia, not just on white nationalist rally organizers but also on counter-protesters. Trump said there were “very fine people” in both groups. Those comments also provoked criticism from Republican Senator Bob Corker, who told reporters on Thursday that Trump “has not yet been able to demonstrate the stability nor some of the competence that he needs to demonstrate in order to be successful,” according to a Tennessee local news website. Corker did not refer to the 25th Amendment in his remarks. ",politicsNews,"August 20, 2017 "
Michigan governor denies misleading U.S. House on Flint water,"(Reuters) - Michigan Governor Rick Snyder denied Thursday that he had misled a U.S. House of Representatives committee last year over testimony on Flint’s water crisis after lawmakers asked if his testimony had been contradicted by a witness in a court hearing. The House Oversight and Government Reform Committee wrote Snyder earlier Thursday asking him about published reports that one of his aides, Harvey Hollins, testified in a court hearing last week in Michigan that he had notified Snyder of an outbreak of Legionnaires’ disease linked to the Flint water crisis in December 2015, rather than 2016 as Snyder had testified. “My testimony was truthful and I stand by it,” Snyder told the committee in a letter, adding that his office has provided tens of thousands of pages of records to the committee and would continue to cooperate fully.  Last week, prosecutors in Michigan said Dr. Eden Wells, the state’s chief medical executive who already faced lesser charges, would become the sixth current or former official to face involuntary manslaughter charges in connection with the crisis. The charges stem from more than 80 cases of Legionnaires’ disease and at least 12 deaths that were believed to be linked to the water in Flint after the city switched its source from Lake Huron to the Flint River in April 2014. Wells was among six current and former Michigan and Flint officials charged in June. The other five, including Michigan Health and Human Services Director Nick Lyon, were charged at the time with involuntary manslaughter stemming from their roles in handling the crisis. The crisis in Flint erupted in 2015 when tests found high amounts of lead in blood samples taken from children in the predominantly black city of about 100,000. The more corrosive river water caused lead to leach from pipes and into the drinking water. Lead levels in Flint’s drinking water have since fallen below levels considered dangerous by federal regulators, state officials have said. ",politicsNews,"October 12, 2017 "
"Turkey, Iran, Iraq may meet to discuss Kurdish Iraqi referendum: Turkey PM","ANKARA (Reuters) - Turkey, Iran and Iraq may hold a trilateral meeting to discuss the Iraqi Kurdish independence referendum, Turkey s Prime Minister Binali Yildirim said on Thursday. Yildirim also said he agreed with his Iraqi counterpart Haider al-Abadi to coordinate economic and trade relations with the central government in Baghdad, after Abadi s government took control of border crossings with Turkey. ",worldnews,"September 28, 2017 "
Obama unveils wage insurance plan to spur job seekers,"WASHINGTON - U.S. President Barack Obama on Saturday laid out a plan to help support the income of workers who lose their jobs and end up in lower paying positions, as part of a push to get unemployed Americans back to work. The proposal would offer experienced workers who now make less than $50,000 a form of wage insurance, allowing them to replace half of their lost pay. The benefit would cover up to $10,000 over two years. “It’s a way to give families some stability and encourage folks to rejoin the workforce - because we shouldn’t just be talking about unemployment; we should be talking about re-employment,” Obama said in his weekly radio and Internet address, broadcast on Saturday. The wage insurance proposal will be included in a broader effort to overhaul the unemployment insurance system. Details about the program’s proposed funding will be further outlined in Obama’s budget for fiscal year 2017 expected to be released next month. Obama promised in his State of the Union earlier this week to advocate for legislative action on issues with bipartisan support during his last year in office. During the address, he pointed to wage insurance as one measure where lawmakers may be able to work together. The White House plan would require states to provide insurance for workers laid off from jobs they had held for at least three years. The plan would be federally-funded, but it would be administered through state unemployment insurance programs. Other measures proposed by the White House on Saturday included a requirement that all states provide at least 26 weeks of unemployment insurance benefits, and the creation of a permanent program that would automatically provide up to 52 additional weeks of federally-funded benefits for states experiencing rapid job-losses or high unemployment.       ",politicsNews,"January 16, 2016 "
"Biden, Ukraine's Poroshenko to meet Thursday: White House","WASHINGTON (Reuters) - U.S. Vice President Joe Biden and Ukrainian President Petro Poroshenko, who is visiting Washington to take part in a nuclear summit, will meet on Thursday, the White House said. Biden and Poroshenko will hold a working lunch, the White House said in a statement on Wednesday. President Barack Obama will convene leaders from more than 50 countries in Washington this week for his fourth and final Nuclear Security Summit. ",politicsNews,"March 30, 2016 "
Argentina judge says death of prosecutor Nisman was murder,"BUENOS AIRES (Reuters) - Alberto Nisman, the Argentine prosecutor who was found dead days after accusing former President Cristina Fernandez of covering up Iran s role in the 1994 bombing of a Jewish community center, was murdered, a federal judge said on Tuesday. In a 656-page ruling, judge Julian Ercolini said there was sufficient proof to conclude that the shot to the head that killed Nisman in January 2015 was not self-inflicted. That marked the first time any judge has said the case was a murder. Fernandez and others had suggested the death was a suicide, but a prosecutor investigating the case last year recommended it be pursued as a murder probe.  Nisman s death could not have been a suicide,  Ercolini wrote in Tuesday s ruling, which also charged Diego Lagomarsino, a former employee of Nisman s, with accessory to murder. Lagomarsino has acknowledged lending Nisman the gun that killed him the day before he was to appear before Congress to detail his allegation against Fernandez. But he has said Nisman asked him for the gun to protect himself and his family. Fernandez, now a senator, was indicted for treason earlier this month over Nisman s allegations that she worked behind the scenes to clear Iran of blame for the attack on the AMIA Jewish center, which killed 85 people, in an effort to normalize relations and clinch a 2013 grains-for-oil deal with Tehran. Human rights groups and the former head of Interpol have criticized that indictment. Tehran has denied links to the attack. ",worldnews,"December 26, 2017 "
"Chinese state tabloid warns Trump, end one China policy and China will take revenge","SHANGHAI/TAIPEI (Reuters) - State-run Chinese tabloid Global Times warned U.S. President-elect Donald Trump that China would “take revenge” if he reneged on the one-China policy, only hours after Taiwan’s president made a controversial stopover in Houston. Taiwan President Tsai Ing-wen met senior U.S. Republican lawmakers during her stopover in Houston on Sunday en route to Central America, where she will visit Honduras, Nicaragua, Guatemala and El Salvador. Tsai will stop in San Francisco on Jan. 13, her way back to Taiwan. China had asked the United States not to allow Tsai to enter or have formal government meetings under the one China policy. Beijing considers self-governing Taiwan a renegade province ineligible for state-to-state relations. The subject is a sensitive one for China. A photograph tweeted by Texas Governor Greg Abbott shows him meeting Tsai, with a small table between them adorned with the U.S., Texas and Taiwanese flags. Tsai’s office said on Monday she also spoke by telephone with U.S. senator John McCain, head of the powerful Senate Committee on Armed Services. Tsai also met Texas Senator Ted Cruz. “Sticking to (the one China) principle is not a capricious request by China upon U.S. presidents, but an obligation of U.S. presidents to maintain China-U.S. relations and respect the existing order of the Asia-Pacific,” said the Global Times editorial on Sunday. The influential tabloid is published by the ruling Communist Party’s official People’s Daily. Trump triggered protests from Beijing last month by accepting a congratulatory telephone call from Tsai and questioning the U.S. commitment to China’s position that Taiwan is part of one China. “If Trump reneges on the one-China policy after taking office, the Chinese people will demand the government to take revenge. There is no room for bargaining,” said the Global Times. Cruz said some members of Congress had received a letter from the Chinese consulate asking them not to meet Tsai during her stopovers. “The People’s Republic of China needs to understand that in America we make decisions about meeting with visitors for ourselves,” Cruz said in a statement. “This is not about the PRC. This is about the U.S. relationship with Taiwan, an ally we are legally bound to defend.” Cruz said he and Tsai discussed upgrading bilateral relations and furthering economic cooperation between their countries, including increased access to Taiwan markets that would benefit Texas ranchers, farmers and small businesses. Chinese Foreign Ministry spokesman Lu Kang on Monday urged “relevant U.S. officials” to handle the Taiwan issue appropriately to avoid harming China-U.S. ties. “We firmly oppose leaders of the Taiwan region, on the so-called basis of a transit visit, having any form of contact with U.S. officials and engaging in activities that interfere with and damage China-U.S. relations,” Lu said. In a dinner speech Saturday to hundreds of overseas Taiwanese, Tsai said the United States holds a “special place in the hearts of the people of Taiwan” and that the island via bilateral exchanges has provided more than 320,000 jobs directly and indirectly to the American people, her office said on Monday.  Tsai said Taiwan looked to create more U.S. jobs through deeper investment, trade and procurement.  Tsai’s office said James Moriarty, chairman of the American Institute in Taiwan, which handles U.S.-Taiwan affairs in the absence of formal ties, told the Taiwan president in Houston that the United States was continuing efforts to persuade China to resume dialogue with Taiwan. China is deeply suspicious of Tsai, who it thinks wants to push for the formal independence of the island. The Global Times, whose stance does not equate with government policy, also targeted Tsai in the editorial, saying that the mainland would likely impose further diplomatic, economic and military pressure on Taiwan, warning that “Tsai needs to face the consequences for every provocative step she takes”. “It should also impose military pressure on Taiwan and push it to the edge of being reunified by force, so as to effectively affect the approval rating of the Tsai administration.”      ",politicsNews,"January 9, 2017 "
Pakistan debates how to fill education gaps,"ISLAMABAD (Reuters) - Two young boys kneel over small white tables, intently studying the Koran at a madrassa in Pakistan. The Al-Nadwa Madrassa in the hill station of Murree, 30 kilometers (19 miles) from the capital, Islamabad, is part of an established alternative system of education in the South Asian nation. Private schools, charitable institutions and religious seminaries are stepping in to supplement government-run schools to help meet the education needs of an estimated 50 million school-age children. Despite 220,000 schools nationwide, more than 20 million children are not in school, the government said in a 2016 report. The government has pumped money into schooling, with the education budget swelling by 15 percent every year since 2010, according to education consultancy Alif Ailaan. The United Nations estimates Pakistan s current education budget at 2.65 percent of GDP, roughly $8 billion, or around $150 per student.    Private educators say the country s education problems are not only due to a lack of funds but also inadequate teaching.  It s not the number of schools, it s the quality, the attitude,  said Zeba Hussain, founder of the Mashal Schools which teaches children displaced by war in the country s north. Hussain started the charitable Mashal Schools after she met a group of refugee children while visiting the hill areas surrounding Islamabad.  Federal education director Tariq Masood said blaming teachers was unfair. He said population growth and funding were the biggest challenges faced by government schools.  Masood said government schools adhered to a nationwide curriculum that was being constantly reworked and improved.   No one who is underqualified can enter the government system. There are fewer checks in the private system,  he said.  The country s poor often send their children to one of the thousands of religious madrassas (the Arabic word for school) where students live and receive Islamic instruction.     Most operate without government oversight and some madrassas have been criticized for their hardline teachings of Islam. The madrassas say they provide shelter, three full meals, and a good education to young people whose families are unable to make ends meet.   In certain cases people send their kids because they can t even afford to feed them,  said Irfan Sher from the Al-Nadwa Madrassa.  He said Pakistan s future hinged on education for its youth.   The overall policy should be changed...they should understand that if they want to change the country the only way is to spread quality education,  he said. ",worldnews,"November 7, 2017 "
